Age,Gender,Experience,Education,SE1,SE2,SE3,SE4,IE1,IE2,IE3,IE4,IE5,IE6,IE7,EE1,EE2,EE3,ITS1,ITS2,ITS3,ITS4,ITS5,ITS6,ITS7,ITS8,ITS9,ITS10,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,EM1,EM2,EM3,EM4,EM5,EM6,EM7,EM8,EM9,EM10,O1,O2,O3,O4,O5,O6,O7,O8,O9,O10,T1,T2,T3,T4,TSE,TIE,TEE,ITST,TE,TA,TC,TEM,TO,TR
3,2,4,3,4,4,4,3,4,4,4,5,4,5,5,4,4,3,4,4,3,3,4,3,5,4,4,4,3,4,3,4,3,3,4,4,4,4,3,4,3,4,4,5,3,5,4,5,5,5,5,4,4,5,4,4,4,4,3,3,4,3,3,4,3,3,4,2,5,5,3,3,4,4,4,5,4,4,2,3,3,3,3.75,4.43,3.67,3.8,3.6,4.0,4.4,3.2,4.1,2.75
1,2,3,3,3,3,3,3,4,4,4,4,4,3,4,5,5,3,3,3,3,2,3,2,4,3,1,3,3,3,2,3,2,3,3,3,2,3,4,4,3,3,3,3,4,4,3,5,5,5,5,5,4,5,5,4,5,5,4,5,4,4,5,4,4,5,4,4,2,3,2,1,2,3,2,3,2,3,3,5,4,4,3.0,3.86,4.33,2.7,2.7,3.6,4.8,4.3,2.3,4.0
2,1,4,2,5,4,5,4,3,4,3,4,2,3,4,3,3,3,4,3,3,2,4,2,3,3,2,4,5,5,5,5,4,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4,5,3,4,2,1,3,3,3,3,4,3,2,3,3,3,4.5,3.29,3.0,3.0,4.9,4.7,3.9,4.3,2.9,2.75
2,1,4,2,2,3,3,2,3,4,2,5,3,2,2,5,5,5,4,3,4,4,4,4,4,3,3,3,3,3,2,4,3,4,3,3,4,2,4,4,3,4,3,4,3,4,3,4,4,4,3,3,3,4,4,4,3,3,2,2,2,2,1,2,3,3,3,2,3,5,4,4,5,5,4,4,4,3,2,4,4,3,2.5,3.0,5.0,3.6,3.1,3.6,3.5,2.2,4.1,3.25
1,1,2,1,2,3,3,3,5,5,4,5,4,5,5,5,5,5,4,3,3,2,3,2,3,2,1,3,4,3,2,4,3,3,4,3,3,3,4,3,3,3,4,5,4,4,3,4,3,4,3,3,3,4,3,3,3,4,4,3,3,2,3,4,4,4,3,2,4,4,3,4,5,5,4,4,4,4,4,5,5,5,2.75,4.71,5.0,2.6,3.2,3.7,3.3,3.2,4.1,4.75
1,2,1,3,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,5,5,5,5,5,5,5,5,5,4,5,4,4,5,4,5,5,5,4,5,5,4,5,4,4,5,5,5,5,5,4,4,4,3,4,4,4,4,4,4,4,5,4,3,4,3,5,4,5,3,3,5,5,4,4.5,5.0,4.67,3.9,4.9,4.6,4.7,3.9,4.0,4.25
2,1,3,2,3,3,4,3,3,3,4,3,3,3,4,2,3,2,3,3,3,4,2,4,3,3,3,3,3,3,3,4,2,3,3,3,3,2,3,4,3,3,3,4,4,4,4,3,4,4,3,3,2,3,3,3,3,5,3,3,3,4,3,4,4,3,3,3,5,4,4,4,5,4,4,5,5,4,2,2,3,2,3.25,3.29,2.33,3.1,2.9,3.5,3.3,3.3,4.4,2.25
2,2,2,3,3,3,4,2,5,5,4,5,5,5,5,4,4,4,4,3,4,3,4,3,3,3,3,4,4,4,3,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,3,3,3,3,4,4,3,4,3,4,4,4,5,5,4,4,5,5,4,3,5,4,4,3.0,4.86,4.0,3.4,3.7,3.7,3.8,3.3,4.4,4.0
2,2,4,3,2,2,3,2,2,3,3,3,4,2,3,4,4,3,4,4,4,4,3,4,5,4,5,3,4,4,4,4,4,4,5,4,4,4,2,3,3,3,3,3,4,3,2,3,5,4,4,3,4,5,5,3,4,4,4,4,4,5,3,5,4,3,4,4,4,4,4,4,4,4,3,5,4,3,3,4,4,3,2.25,2.86,3.67,4.0,4.1,2.9,4.1,4.0,3.9,3.5
1,1,1,1,3,4,3,4,4,3,3,2,3,3,4,4,4,5,4,4,3,3,3,3,4,3,3,3,3,4,3,3,3,4,4,3,3,3,3,4,3,4,4,5,4,5,4,4,5,5,4,5,4,4,5,4,5,5,2,2,1,2,2,2,3,3,3,3,4,5,4,4,3,4,4,5,3,3,4,5,5,4,3.5,3.14,4.33,3.3,3.3,4.0,4.6,2.3,3.9,4.5
2,1,4,1,2,3,2,2,3,4,3,3,4,3,4,2,3,2,3,4,3,3,3,4,4,3,2,2,2,3,3,2,3,2,3,2,2,2,3,4,3,4,4,4,4,4,4,4,3,3,2,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,4,3,2,3,2,3,2,2,3,2,2,2,1,2,2,2,2.25,3.43,2.33,3.1,2.4,3.8,2.9,3.4,2.3,1.75
2,1,2,1,4,3,3,3,2,3,2,3,3,4,3,2,1,1,3,3,3,4,4,3,3,3,3,4,4,4,2,3,3,3,4,4,4,4,2,3,2,3,2,2,3,3,2,2,3,4,3,2,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,1,1,1,2,2,2,3,1,3,4,4,3,3.25,2.86,1.33,3.3,3.5,2.4,3.3,3.1,1.9,3.5
1,2,1,1,4,2,5,4,5,4,4,5,4,5,4,5,4,5,3,3,3,3,2,3,3,2,3,3,2,3,2,4,4,4,3,3,3,2,2,3,2,3,2,3,2,4,3,3,4,5,4,3,4,4,4,4,3,4,5,5,5,4,5,5,4,5,5,4,4,4,4,3,4,3,4,4,5,3,2,3,3,3,3.75,4.43,4.67,2.8,3.0,2.7,3.9,4.7,3.8,2.75
1,1,1,2,3,3,4,3,4,4,4,4,5,5,5,5,5,5,3,3,3,3,3,4,4,2,3,3,5,5,4,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,4,4,4,4,4,4,5,3,4,3,5,4,4,4,3,4,4,5,4,4,5,4,5,5,5,5,5,4,4,5,5,5,4,5,5,5,3.25,4.43,5.0,3.1,4.9,4.5,4.0,4.1,4.8,4.75
2,2,3,2,4,3,4,2,5,5,5,5,5,5,5,5,4,4,3,3,3,3,3,3,3,2,3,3,3,4,4,3,3,4,4,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,3,3,3,3,4,3,4,4,3,3,3,2,2,2,3,2,3,3,3,3,5,5,5,3.25,5.0,4.33,2.9,3.7,4.9,4.9,3.4,2.6,4.5
2,1,2,2,4,5,4,4,5,5,5,5,5,5,5,4,4,4,4,3,3,4,3,3,4,3,3,3,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4,4,4,5,3,4,4,4,4,3,4,5,4,3,5,4,2,3,3,3,3,3,4,3,3,2,4,4,4,4,5,4,3,4,5,4,4,5,5,5,4.25,5.0,4.0,3.3,5.0,3.8,4.0,2.9,4.1,4.75
1,2,1,2,3,2,4,3,3,4,3,3,4,4,3,5,3,4,3,4,3,2,3,3,4,3,3,4,4,5,4,4,4,4,5,4,4,3,3,1,3,2,3,3,3,3,4,3,4,4,3,3,3,4,4,4,4,4,2,2,2,2,2,3,3,2,3,3,3,4,3,2,3,3,3,3,3,2,3,5,5,4,3.0,3.43,4.0,3.2,4.1,2.8,3.7,2.4,2.9,4.25
2,2,4,1,4,4,3,3,4,4,4,4,4,4,4,5,2,3,3,4,3,4,3,3,5,2,3,3,4,4,4,5,5,5,5,5,5,4,2,3,4,3,3,4,4,5,3,4,5,5,4,4,4,4,4,4,4,4,5,4,4,5,5,4,5,4,5,4,4,4,5,4,3,3,3,4,5,4,4,5,4,4,3.5,4.0,3.33,3.3,4.6,3.5,4.2,4.5,3.9,4.25
2,2,4,1,4,5,5,3,5,5,5,5,5,4,4,5,5,5,4,4,3,4,3,4,4,3,3,4,4,5,4,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,4,5,4,4,4,3,3,4,4,4,4,4,4,5,5,5,5,4.25,4.71,5.0,3.6,4.7,4.7,5.0,4.3,3.8,5.0
3,2,4,1,2,2,3,3,5,5,4,5,5,4,4,4,3,3,4,5,4,4,4,4,5,3,3,4,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3,4,3,4,3,3,4,4,3,3,3,3,4,3,3,3,3,3,3,2,3,4,3,4,4,3,3,5,3,4,4,4,4,4,4,3,2,3,3,3,2.5,4.57,3.33,4.0,3.4,3.2,3.3,3.2,3.8,2.75
2,1,2,2,5,4,5,5,5,5,4,5,5,4,4,3,2,3,5,4,5,5,4,5,5,4,5,5,2,3,2,2,3,3,3,2,3,2,2,4,3,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,5,5,5,3,5,4,3,4,4,3,3,4,3,5,5,5,5,4.75,4.57,2.67,4.7,2.5,3.6,5.0,4.5,3.6,5.0
3,1,4,3,4,4,5,5,3,4,5,4,5,4,4,5,4,3,5,5,5,5,5,5,5,5,5,3,4,4,4,4,3,5,4,4,4,4,4,3,3,4,2,4,5,4,4,3,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,4,4,5,5,4,4,5,5,5,4,4,4,5,5,5,4.5,4.14,4.0,4.8,4.0,3.6,4.9,4.8,4.5,4.75
1,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,5.0,5.0,4.6,5.0,4.8,4.8,5.0,5.0,5.0
2,2,2,2,4,3,4,4,4,3,2,4,4,4,3,4,4,4,3,2,3,3,4,2,4,3,2,2,4,3,4,4,4,4,4,4,4,4,2,3,3,3,3,3,5,4,2,3,4,5,4,3,4,4,5,4,5,4,3,2,2,3,3,3,3,3,4,2,4,4,2,3,4,3,4,3,3,4,4,5,5,4,3.75,3.43,4.0,2.8,3.9,3.1,4.2,2.8,3.4,4.5
1,2,2,1,4,3,4,3,5,5,5,5,4,4,5,5,4,4,4,4,4,3,5,3,4,3,3,4,3,2,3,3,4,3,4,3,4,3,4,4,3,3,4,4,4,4,3,4,5,5,4,4,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,4,4,4,3.5,4.71,4.33,3.7,3.2,3.7,4.5,4.8,5.0,3.75
1,2,1,2,2,5,3,4,4,5,5,5,4,5,5,5,4,3,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,4,3,3,2,3,4,3,2,3,3,3,4,3,4,4,4,4,5,3,3,3,3,3,4,2,4,2,3,3,2,4,5,5,5,3.5,4.71,4.0,4.9,4.8,4.9,3.0,3.7,2.9,4.75
2,1,4,2,2,2,4,2,4,4,4,4,3,4,3,4,3,3,2,2,2,2,3,3,3,2,2,1,2,3,2,3,3,3,3,3,3,2,3,3,3,3,3,4,4,3,4,3,3,3,2,3,3,3,3,3,3,3,4,3,3,3,3,4,3,4,4,3,3,4,3,4,2,3,4,4,4,4,1,2,3,2,2.5,3.71,3.33,2.2,2.7,3.3,2.9,3.4,3.5,2.0
1,2,2,1,3,3,3,2,3,4,4,4,4,3,3,3,2,3,4,3,3,2,3,3,3,2,1,4,3,3,1,3,1,3,3,2,2,2,3,2,2,2,3,3,3,3,3,3,3,2,2,2,2,3,2,3,2,2,2,1,1,2,1,2,2,2,2,1,3,4,2,3,3,4,3,3,3,2,2,4,3,3,2.75,3.57,2.67,2.8,2.3,2.7,2.3,1.6,3.0,3.0
1,2,2,3,3,3,3,3,3,3,4,4,3,3,4,5,3,2,3,4,3,4,3,2,3,3,3,4,3,3,2,3,3,3,4,3,4,3,2,1,2,2,1,2,3,2,2,2,5,4,3,4,4,4,5,4,4,4,3,3,2,3,2,3,2,3,3,2,4,5,4,4,4,4,4,5,5,5,2,4,4,3,3.0,3.43,3.33,3.2,3.1,1.9,4.1,2.6,4.4,3.25
2,1,3,1,5,3,4,4,4,5,4,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,3,4,3,4,3,5,3,5,4,4,4,4,4,4,4,4,5,3,4,4,4,4,5,4,4,4,4,3,4,3,4,4,2,3,5,3,4,4,3,3,4,5,5,5,4.0,4.71,5.0,4.4,5.0,3.8,4.0,3.9,3.5,4.75
1,1,1,2,4,4,3,3,4,4,4,4,3,3,4,4,3,4,3,3,3,3,3,2,3,2,3,3,4,5,4,4,5,5,5,5,4,3,3,4,3,4,3,4,4,4,5,4,4,4,4,5,4,5,5,4,5,5,4,4,4,4,5,4,4,4,5,4,4,5,3,5,3,3,4,5,5,5,2,3,3,2,3.5,3.71,3.67,2.8,4.4,3.8,4.5,4.2,4.2,2.5
2,2,3,3,4,4,3,3,4,5,5,5,5,4,5,4,4,4,5,5,4,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,5,4,5,5,5,5,4,4,5,4,3,3,4,3,4,3,3,5,3,4,5,4,5,5,5,4,5,5,5,5,5,5,5,3.5,4.71,4.0,4.7,5.0,4.8,4.6,3.5,4.7,5.0
3,2,3,3,3,2,2,2,3,2,3,3,1,2,2,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,3,5,3,4,4,3,3,4,4,4,4,4,5,4,3,5,5,4,5,4,5,4,3,5,4,4,4,4,3,3,4,3,3,3,3,3,4,2,3,3,3,4,2,2,2,4,5,5,5,2.25,2.29,3.0,3.8,3.8,3.8,4.4,3.4,2.8,4.75
2,1,4,1,3,3,3,2,5,5,5,5,5,5,5,5,4,5,4,3,3,2,4,4,5,3,3,3,4,4,3,4,4,4,4,3,3,3,4,4,3,3,4,4,4,5,3,4,5,5,5,5,5,4,5,5,4,4,4,4,5,4,4,5,4,5,5,4,4,5,5,5,4,5,4,5,5,5,2,3,3,2,2.75,5.0,4.67,3.4,3.6,3.8,4.7,4.4,4.7,2.5
1,1,1,1,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,2,4,4,4,4,4,4,4,4,5,4,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,5,4,4,4,4,5,5,5,5,5,4,4,5,5,4,4,5,5,5,4.75,5.0,5.0,4.9,3.8,4.5,5.0,4.2,4.7,4.75
2,2,2,2,4,5,5,3,5,4,5,4,5,5,4,5,5,5,4,4,3,4,4,3,5,4,3,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,3,4,4,4,3,5,4,4,5,3,5,5,5,5,4.25,4.57,5.0,3.8,5.0,4.2,5.0,4.8,3.9,5.0
2,2,2,2,3,3,3,3,3,3,4,4,4,4,3,3,3,4,4,3,4,3,3,3,4,2,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,4,3,3,4,3,4,3,3,4,2,2,3,3,2,4,3,3,3,2,3,3,3,2,3,3,3,4,4,3,2,4,3,3,3.0,3.57,3.33,3.1,2.9,2.8,3.4,2.7,3.1,3.0
2,2,2,1,1,1,1,2,4,5,4,4,3,4,3,4,3,4,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,5,3,4,4,3,3,4,4,3,4,2,3,4,3,4,3,5,4,4,4,4,2,4,4,3,1.25,3.86,3.67,4.7,5.0,3.8,4.3,3.4,3.8,3.25
1,1,1,1,2,3,3,3,4,4,3,3,4,3,4,5,3,5,3,4,4,3,4,4,4,3,2,3,4,3,4,3,4,4,4,4,5,4,4,4,3,4,4,5,4,4,4,5,4,4,3,3,3,3,4,3,4,3,2,3,2,2,1,3,3,2,3,1,3,3,2,3,3,3,3,3,3,2,3,5,5,4,2.75,3.57,4.33,3.4,3.9,4.1,3.4,2.2,2.8,4.25
1,1,2,2,2,2,2,2,3,2,4,4,4,4,3,3,3,2,4,3,4,3,4,2,4,3,3,3,1,2,1,3,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,3,4,3,2,3,3,3,2,3,3,2,1,2,1,1,2,1,2,1,1,3,3,1,2,2,2,3,3,2,2,2,3,3,3,2.0,3.43,2.67,3.3,1.5,1.5,2.9,1.4,2.3,2.75
1,2,1,1,3,2,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,4,4,3,5,3,3,3,4,5,3,4,5,5,5,5,4,4,4,4,3,3,4,4,3,5,3,4,4,5,3,3,4,5,3,4,4,4,2,3,2,3,2,3,4,2,3,3,4,5,3,4,3,5,4,4,5,4,3,4,4,4,2.75,3.43,3.33,3.7,4.4,3.7,3.9,2.7,4.1,3.75
2,2,3,1,2,1,3,3,3,3,3,1,3,3,4,3,2,2,4,3,3,3,3,4,4,3,2,4,4,3,3,3,2,2,3,4,3,3,3,3,3,3,3,3,5,3,3,3,4,3,3,3,3,3,4,3,4,4,3,3,2,2,2,3,3,3,3,1,2,3,2,2,1,3,2,3,3,3,3,5,5,4,2.25,2.86,2.33,3.3,3.0,3.2,3.4,2.5,2.4,4.25
2,1,3,2,4,4,3,3,5,5,5,5,5,4,5,4,4,3,5,5,5,5,5,4,4,5,5,4,5,5,5,4,5,5,5,5,5,4,3,5,3,3,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,3,2,3,4,4,2,4,5,3,3,4,3,3,3.5,4.86,3.67,4.7,4.8,4.0,5.0,4.9,3.3,3.25
1,1,1,1,5,5,5,5,4,3,4,5,5,4,4,5,2,4,5,4,3,4,4,3,4,3,4,3,2,2,2,2,1,2,3,2,3,2,4,4,3,4,5,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,4,3,2,3,4,4,4,4,4,4,5,5,4,5.0,4.14,3.67,3.7,2.1,3.9,5.0,4.0,3.5,4.5
2,2,2,3,3,2,3,2,3,5,3,4,3,4,3,4,4,3,3,2,3,2,2,2,4,2,2,2,2,3,3,3,2,2,3,3,3,1,2,3,3,3,3,3,2,4,3,3,4,4,3,3,3,3,4,4,3,4,3,2,3,3,2,3,3,3,3,2,3,4,2,4,2,5,4,3,3,2,3,4,4,3,2.5,3.57,3.67,2.4,2.5,2.9,3.5,2.7,3.2,3.5
2,1,3,2,4,5,5,5,4,5,4,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,5,4,5,5,3,5,5,4,3,4,4,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.75,4.57,4.67,5.0,4.7,4.9,4.5,4.0,5.0,5.0
2,2,3,2,3,3,4,4,4,4,4,5,5,3,5,4,2,4,4,4,3,2,3,3,4,3,2,4,5,5,5,4,4,4,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,5,4,5,4,5,5,4,4,4,4,5,3.5,4.29,3.33,3.2,4.6,4.9,4.5,4.9,4.5,4.25
2,1,4,1,3,2,4,3,3,5,4,5,5,5,4,4,4,5,4,2,3,4,3,3,3,3,3,4,4,4,4,4,3,5,4,4,5,3,3,5,3,4,4,5,5,5,4,4,5,5,4,3,4,4,5,4,3,4,3,3,4,4,3,4,4,4,4,3,3,4,4,3,4,3,4,4,3,3,5,5,5,5,3.0,4.43,4.33,3.2,4.0,4.2,4.1,3.6,3.5,5.0
1,1,1,3,5,5,4,3,4,4,4,4,5,5,4,5,4,5,4,4,3,4,4,4,3,3,3,2,5,4,4,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,5,4,3,4,4,3,3,4,3,3,4,3,3,3,2,1,2,2,3,3,3,4,4,5,4,4,4.25,4.29,4.67,3.4,4.7,4.9,4.2,3.4,2.6,4.25
2,2,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9,4.1,4.0
2,1,4,3,3,2,3,4,4,4,3,4,3,3,4,5,4,3,2,2,2,1,2,2,2,1,1,1,5,5,4,5,5,5,5,5,5,4,4,5,4,5,5,5,5,4,5,4,4,4,4,4,4,5,5,3,4,4,4,4,3,3,3,4,3,3,4,4,3,4,2,2,2,4,4,3,3,2,5,5,5,5,3.0,3.57,4.0,1.6,4.8,4.6,4.1,3.5,2.9,5.0
1,2,3,3,1,2,1,2,3,4,4,4,3,3,4,5,1,3,3,3,3,1,3,3,4,2,2,3,2,2,2,3,2,2,3,2,2,3,4,3,3,3,2,4,4,4,4,4,3,3,3,3,2,5,4,3,1,3,2,3,3,3,2,4,3,4,2,2,2,3,2,1,1,1,2,2,2,2,2,3,4,4,1.5,3.57,3.0,2.7,2.3,3.5,3.0,2.8,1.8,3.25
2,2,4,2,3,4,4,4,4,4,4,5,5,3,4,4,2,3,5,4,4,4,5,5,4,5,5,5,5,4,3,4,4,4,5,4,4,3,2,4,2,3,3,3,4,3,3,4,3,4,3,3,3,4,3,3,3,3,3,5,5,5,4,5,5,5,5,4,3,3,3,4,3,4,3,3,3,3,3,4,5,5,3.75,4.14,3.0,4.6,4.0,3.1,3.2,4.6,3.2,4.25
2,2,4,2,2,2,3,2,4,2,4,3,3,3,4,5,2,3,3,3,3,4,3,4,3,3,2,3,2,3,2,3,2,2,2,3,3,2,3,3,2,3,2,3,3,3,3,3,3,2,1,2,3,3,4,2,1,3,2,2,2,3,2,3,3,3,4,2,3,4,2,3,3,3,3,4,3,3,2,3,3,3,2.25,3.29,3.33,3.1,2.4,2.8,2.4,2.6,3.1,2.75
2,1,4,1,3,4,5,4,5,5,5,5,5,4,5,5,4,4,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,5,5,4,4,4,5,5,5,4,5,5,5,4,3,4,5,3,3,4,4,4,3,3,4,3,3,3,3,2,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,4,5,5,4.0,4.86,4.33,4.8,4.3,4.5,3.7,2.9,3.2,4.5
1,1,1,2,1,2,2,2,2,3,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,1,2,2,1,2,1,3,2,2,2,2,3,2,2,1,2,2,2,2,3,3,3,2,1,2,1,1,2,3,2,2,2,2,4,3,3,3,2,3,3,4,3,3,3,4,3,3,3,3,4,3,3,3,2,4,3,3,1.75,2.14,2.67,2.0,2.0,2.2,1.8,3.1,3.2,3.0
2,1,2,3,5,5,5,5,5,5,4,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,4,4,5,3,4,5,4,5,5,5,4,4,4,3,3,4,4,4,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,4.29,4.33,4.9,4.8,4.4,3.7,5.0,5.0,5.0
2,2,3,1,2,4,4,2,4,3,3,3,4,2,3,4,3,4,4,4,4,4,5,4,5,4,2,4,2,3,2,2,2,3,3,3,2,2,3,4,2,3,3,3,3,4,3,4,4,3,3,4,3,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,3,4,2,2,2,4,4,3,3,2,4,4,4,4,3.0,3.14,3.67,4.0,2.4,3.2,3.5,3.2,2.9,4.0
1,1,2,1,4,2,3,3,3,5,2,3,4,3,3,5,4,5,4,5,4,3,4,4,4,4,4,3,4,3,3,3,4,4,5,4,4,4,3,3,3,3,4,4,3,4,4,4,4,5,4,3,4,5,4,4,3,4,4,3,3,4,3,5,4,4,3,3,4,4,4,4,4,5,3,5,4,4,5,5,5,5,3.0,3.29,4.67,3.9,3.8,3.5,4.0,3.6,4.1,5.0
1,1,1,3,5,5,5,4,4,4,5,5,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,5,4,4,5,4,5,3,3,5,5,4,5,5,5,5,4,4,5,3,3,3,3,5,5,3,4,3,5,5,4,5,5,5,5,5,5,4,4,5,4,4,5,5,5,5,5,4,5,5,5,5,4.75,4.43,5.0,4.9,4.3,4.5,3.7,4.8,4.6,5.0
1,1,2,2,3,4,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,3,4,5,5,4,5,5,4,5,5,5,3,4,5,4,5,5,5,5,5,5,4,3,5,3,2,3,3,4,3,3,3,3,3,3,4,4,4,3,3,5,3,4,5,4,4,4,5,4,4,5,4,5,5,5,5,4.0,5.0,5.0,4.2,4.6,4.7,3.2,3.5,4.3,5.0
3,2,4,2,3,4,2,4,3,4,4,5,5,3,4,5,4,4,4,4,5,4,5,4,5,4,3,3,5,4,5,5,4,5,5,5,4,3,3,3,3,4,4,4,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,5,3,3,4,3,4,4,4,3,4,5,5,5,3.25,4.0,4.33,4.1,4.5,3.6,3.6,3.7,3.7,4.75
2,1,4,3,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,4,5,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4.25,5.0,5.0,4.6,4.8,5.0,4.6,5.0,4.9,5.0
1,1,2,1,4,4,5,4,5,5,4,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,3,4,4,2,4,4,4,4,4,4,3,4,4,3,5,4,5,4,5,4,4,5,5,3,3,4,5,4,4,3,4,3,3,3,3,3,4,3,4,3,4,4,4,4,4,4,4,5,5,5,4,3,4,4,4,4.25,4.86,4.0,4.8,3.7,4.2,4.0,3.3,4.3,3.75
2,1,3,2,5,5,5,4,3,3,4,4,5,2,4,3,3,3,5,5,5,5,5,5,5,5,5,5,4,3,3,3,3,3,4,4,3,3,4,3,2,4,3,4,4,4,5,3,5,4,3,2,4,5,3,4,3,4,3,3,3,4,3,4,4,4,4,4,3,4,4,3,3,3,3,4,4,2,3,4,4,4,4.75,3.57,3.0,5.0,3.3,3.6,3.7,3.6,3.3,3.75
1,2,3,2,3,4,3,3,5,5,5,4,5,5,5,5,5,5,5,4,4,4,4,3,4,4,3,3,5,4,4,4,4,4,5,4,4,4,4,5,4,4,5,4,4,5,5,3,4,5,4,5,4,4,5,5,5,5,2,2,3,2,3,3,3,2,3,2,4,5,5,4,5,5,5,5,5,3,3,4,5,4,3.25,4.86,5.0,3.8,4.2,4.3,4.6,2.5,4.6,4.0
1,2,2,2,3,3,3,2,3,4,4,2,3,3,2,4,3,4,3,3,2,3,2,2,3,1,3,2,3,4,2,3,3,3,3,3,3,2,3,3,2,3,3,3,4,3,2,3,4,4,3,3,3,4,4,3,4,3,3,2,3,3,3,4,4,3,3,2,4,5,5,4,4,4,5,5,3,5,2,3,3,2,2.75,3.0,3.67,2.4,2.9,2.9,3.5,3.0,4.4,2.5
